,id,text,label,gpt_response,perspective_response,perspective_error,gpt_response_txt,perspective_response_bin
355,2718,"The dems think that bringing Obama on the campaign will strengthen them. In reality, all it did was fortify every Republican and remind us exactly why we voted for Donald Trump. #RepublicansStrongerThanEver #VoteRed #RedWave2018 #KAG2020 #NoDaca #RepublicanStrength #WWG1WGA #USA",0,1,0.93232936,, True,1
356,2295,@user bitch we are getting this okay,0,1,0.85633796,, True,1
357,1897,"This whole ""love will find you if you wait"" is some bs. Bitch I been waiting my whole life and to whenI look for love I still can't find it",0,1,0.9156528,, True,1
358,2575,@user They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST,1,1,0.35729003,, True,0
359,2641,"@user @user You really listen to yourself, dont u? That's why there are 12.1 illegals here now costing us billions. Seems to me WE HAVE HAD OPEN BORDERS! Close them. #BuildThatWall",1,0,0.94992846,, False,1
360,103,"@user @user This will be great. Hope @user puts someone in charge who makes sure All $$$ goes toward construction costs. And he/she better get it going after day, Every million donated. #BuildThatWall",0,1,0.9480856,, True,1
361,1370,@user 😂😂😂😂😂😂😂 I swear my own sister even called and said bitch you pregnant now hoe know I can't have another one,1,1,0.8130897,, True,1
362,1956,"Story to my boys: (while having a cold one) ""Yeah she a freaky bitch""....  Me to my mom: Scraped my tummy while chan…",0,1,0.9590373,, True,1
363,240,"My resting bitch face makes me look angry as fuck sometimes, whole time I'm happy af. And no bitch I don't want to smile.",0,1,0.85892266,, True,1
364,371,"@user 😡 Ragnar, the polygamous bitch ass cunt",1,1,0.93232936,, True,1
365,1830,A must read article. #BuildThatWall #AmericaFirst,0,1,0.9634149,, True,1
366,856,American Citizens are being Victimized by Illegal AliensThe shocking findings by a new DOJ-DHS report. @user #NOAmnesty #NoSanctuary #EndChainMigration#DeportThemAll #HonorYourOath#ProtectUSA#KeepAmericansSafeIt is your JOB!,1,0,0.9171767,, False,1
367,140,This little bitch who used to be the homie but ranked out for being a bitch is now dating my baby mama😂💀 shady shit haha you hoes nasty😂,0,1,0.94992846,, True,1
368,2757,Screw diversity. American unity makes America stronger. The left wants a cacaphony of voices to weaken us. #BuildThatWall#IngrahamAngle #MAGA,1,1,0.31089434,, True,0
369,1602,@user yOU BITCH PANSEXUALITY IS REAL CHOEK,0,-1,0.3693128,, Toxic,0
370,2934,😤 NO BITCH WTF GIVE THIS SHIT TO YOUR LIL SIDE HOE,1,0,0.2459756,, False,0
371,1424,Bitch I almost dove to Hollywood tonight and slashed your muthafuxking tires ! We besties for life HOE,0,1,0.9497391,, True,1
372,562,@user Bitch I used sunscreen the whole day,0,1,0.9698352,, True,1
373,1244,@user bitch please lmao no for real I want to leave lol,0,1,0.9586989,, True,1
374,2558,#IllegalAliens Apparently Twitter doesn't like this term. Boo hoo.,0,1,0.88824683,, True,1
375,1660,Bitch I never cuffed yo rat ass you was just one of my freak hoes.,1,1,0.94992846,, True,1
376,1943,The Ratings for the #NFLKickoff were as flat as #TomBrady's Balls!Help #BuildThatWall!Support our efforts!Order Bricks @ now to avoid the Christmas Rush!,0,1,0.9480856,, True,1
377,1386,like you dudes be so worried about ya bitch being hoes but y'all deadass be the maaainnn problemmm. look in the mirror and you'll see a hoe.,0,1,0.45858753,, True,0
378,2216,I hate that I fuck with you because you more than just a hoe like bitch the stores I hear the shit I see one day you going get aids 😴,1,1,0.9658753,, True,1
379,2531,"""Trump On Possible Government Shutdown: """"If It Happens, It Happens"""" | Zero Hedge #ShutItDown @user Your base supports your decision & want the government to #Shutdown or #BuildThatWall !""",0,0,0.27838272,, False,0
380,339,"umm bitch for all I know, their relationship wouldn't be that wrecked if you haven't been bitching around you thirsty hoe",1,1,0.17520083,, True,0
381,2468,@user Shit Fuck bitch cunt,0,0,0.8986644,, False,1
382,1488,#Marxism is vile. #Socialism #WalkAwayfromDemocrats2018 #BuildThatWall #BuildThatDamnWall #BuildTheDamnWall #BuildThatWallNow,0,1,0.95903325,, True,1
383,1831,@user Senatorial WHORE. Throw money at this bitch & he'll forget all about ARKANSAS & dance to your tune.…,0,0,0.36553964,,"

False",0
384,194,@user Haters are going to hate. They hate truth Mr. President. The more haters the left throws at you the more you know you are on the right track. It is sedition. We all see it. We have your back! #MAGA2018 #StringerTogether #RunRunAway #ProudDeplorable #BuildThatWall,0,1,0.93232936,, True,1
385,2044,hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps,0,1,0.24020763,, True,0
386,1547,"@user WHAT'S DOES A HOGG AND A HOG HAVE IN COMMON?@MMFlint!OUTLAW #islam & #sharia STARTING IN THE USA ASAP, THEN THE WORLD!END ALL #immigration & #refugees PROGRAMS,#EndDACA#EndAnchorBabies2#EndHomelessness#AmericaFirst#DrainTheSwamp#BuildTheWall#MAGA@realDonaldTrump",1,1,0.9776683,, True,1
387,2176,18 Images You Won't Believe Exist On Google Maps #QAnon #Elections2018 #CorruptGovernment #GoogleIsCIA #ChildSexTrafficking #AmericaFirst #BuildTheWALL #ThesePeopleAreEVIL #NoDACA #GreatAwakening,0,1,0.9510982,, True,1
388,1210,#ONMYMAMMY HE A BITCH   Video: It Cannot Be: Armed Man Catfishes Teen Boys Online Then Rapes Them!…,0,1,0.5652547,, True,1
389,2613,@user @user If uncle Sam can use #IllegalAliens then why does twatter have a problem if I use #IllegalAliens asking for a friend,0,1,0.8785311,, True,1
390,1361,"#Germany : THOUSANDS #protest after #Muslim #migrants #murder German man, #Merkel condemns protests #ReligionOfPeace #BanSharia #NoOpenBorders #SendThemBack#EnoughIsEnough #StopHijrah NOW!!! #NoRapeCulture #NoZoophilesCultutre SEND THEM BACK NOW!!!",1,1,0.2288485,, True,0
391,398,"Why end DACA? This is why! The respect right there uncalled for. Send them back, deport asap! #illegalimmigration #wetbacks#AmericaFirst #BuildThatWall #BorderPatrol",1,1,0.85280865,, True,1
392,1791,i hate how hoes think they know me like bitch you got me bent . if you got sumn to say say it . dont beat around the bush 🙄 dum bitch,0,0,0.07566125,, False,0
393,2364,"""#Slovenia, #Fascists forming paramilitary units to """"defend the #Slovenian nation against incoming #migrants to the country"""" #immigrazione #immigrati #Immigration #Immigrant #Europe #Europeennes2019 #refugeelivelihoods #refugee #Refugees #refugeeswelcome #refugeesnotwelcome""",0,0,0.1535688,,"

False",0
394,1119,"@user @user @user @user You wouldn't have thought after 5 years he could've come up with a decent story why he fled, but nothin', just some dribble on political unrest. #fakeugee #sendthemhome",0,1,0.9156528,, True,1
395,1026,"Nah bitch, you made me slice your damn tomatoes, took all our dressings, kept adding shit to your salad, and was extra af  You payin hoe",1,0,0.9589287,, False,1
396,34,"bitch if you were a cookie, you'd be whoreo 🙄🙄🙄",1,0,0.53490317,, False,1
397,410,@user Bitch so who you was talking about getcho gay ass on hoe don't pull up nowhere over here,1,0,0.335621,,"

False",0
398,1501,"Seeing the photos all over social media today of the twin towers burning down on September 11, 2001 makes me sick all over again. #BuildThatWall #MAGA2020",0,1,0.9280394,, True,1
399,270,u scared to rape a bitch? I cant relate,1,1,0.2578627,, True,0
400,2299,A little louder @user for the liberals in the back. #SendThemBack #BuildTheWall,0,1,0.95940626,, True,1
401,422,"@user @user 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA",1,1,0.9741054,, True,1
402,1636,Were helping you build that wallWere helpful like that#lockhimup#buildthatwall,0,0,0.9323566,, False,1
403,192,@user in 1980 Texas was 70% White today (After #Regan's #Amnesty which Flipped CA BLUE & got us 20Million Illegals) it's barely 48% & 7 of the 15 fastest-growing large cities between July 2016 & July 2017 were located in Texas #NoDACA NO #DACA because it means PERPETUAL #OpenBorders,0,1,0.93232936,, True,1
404,1109,Mollie Tibbetts And The Low Illegal Crime Rate Lie - American Thinker #MollieTibbetts #BuildTheDamnWall #BuildTheWall #BuildTheWallNow #BuildThatWall #MAGA #RedNationRising #KeepAmericaGreat #KAG2020 #KAG TW502,0,0,0.11261672,, False,0
405,2405,@user 😂😂😂Bitch what with my brand new uniform and shoes😏,0,-1,0.3259532,, Toxic,0
406,1563,@user And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall,0,1,0.96777076,, True,1
407,2423,beauty and the beast. that bitch fell in love w a whole animal before she even knew he was human tf,0,0,0.93232936,, False,1
408,330,The Bruce Elliott Show #Live from the @user Conference in DC!Former @user Director Tom Homan at 10AMAngel Mom Mary Ann Mendoza at 11:15AMJessica Vaugh from the Center for Immigration Control at 11:30AM and more! #BuildThatWall #WednesdayMotivation @user,0,0,0.70686066,, False,1
409,1260,"Jack ""misplaced"" his phone karma is a bitch next time don't eat the last slice of cake u fat fucking cunt",0,0,0.4013393,, False,0
410,2475,@user WE CAN NOT forget to vote.Plenty of Americans SACRIFICE in #Military #ICE #Police WE can take a couple hours out of our busy days on Nov 6 to VOTE. PLEASE ALL - help save our country!!#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst,0,0,0.15303689,,"

False",0
411,2832,We must Remove the Tens of Millions of Invasive Parasites!!We must End this Long Going Nightmare!!#DeportThemAll #FoxNews #MAGA #AmericaFirst@realDonaldTrump @user @user @user @user @user @user @user,1,1,0.30458635,, True,0
412,1843,Bitches b saying no but body b saying yes ain't nobody bout to rape u bitch 😒,1,1,0.6744236,, True,1
413,877,"He said ""I can't fuck your bitch, but I can tie my shoes.""😢😢",1,1,0.8355208,, True,1
414,1201,@user you hoe you need to be checked for aids bitch.,1,0,0.93238914,, False,1
415,325,"#TurnbullsInsaneImmigration #DestructionOfAustralia #LeftyMadness #Islamabad #IslamicRegimeMustGo #SendThemBackRegional Australia is under threat of Turnbulls INSANE immigration policy, he is destroying our our culture and country. WHAT ARE YOU GOING TO DO TO STOP IT today ?",1,1,0.8606264,, True,1
416,2614,"#BozoBeto Says, He's The Best 4 TX He's For:*Ending #ICE*Open Borders*Legalizing DRUGS*Ending Immigration Laws4 MS-13 Gang Members BRUTALLY Hacked An Informant To Death W/A Machete In TX!#BuildThatWall#VetoBeto#KeepTexasRed #ChooseCruz",0,1,0.93232936,, True,1
417,916,@user Which one lol? That slap bitch is a cunt fuck that guy,0,1,0.98066664,, True,1
418,2483,"@user @user These animals are ungrateful invaders. Parasites, sucking off the liberal tit of the host country. #NODACA#BuildTheWall",1,1,0.1740719,, True,0
419,2117,"Christmas trees are just regular trees that decided to become drag queens. Misty-Mistle-hoe came to sleigh, bitch. @user",0,1,0.59515226,, True,1
420,1568,Border patrol is checking for IDs #BuildThatWall #RealNews - YouTube,0,1,0.92352015,, True,1
421,1947,The latest Pundits' Post! w/ articles tweeted by @user @user @user #flipboard10fortoday #enddaca,0,1,0.17176117,, True,0
422,131,bitch you been havin 2 / 3 dick appointments in a day but don't shower in between lmao dirty luh hoe 😂😂😂,1,1,0.45854485,, True,0
423,1322,Dems have 20 EXTRA Congressional seats based on #IllegalAlien pop RIGHT NOW#IllegalAliens also give them extra ELECTORAL VOTES.W/o them Dems wouldn't be able to block our agenda or pass their #LibNut BSWHY DO WE COUNT ILLEGALS?They have no right to influence OUR Govt!#Deport,0,0,0.6568171,, False,1
424,2546,@user OK BITCH WELL ILL LEFT SWIPE YOU AGAIN HOE BYEEEEE ‼️,1,0,0.16120684,, False,0
425,1087,I wanna look like a whole different bitch on my birthday 😂 I just need a new hair color,0,1,0.23504741,, True,0
426,1460,This dude over here harassing my life again- as if he's apart of it. Shut the hell up little Bitch. Re open my twitter whore page you made,0,1,0.51172036,, True,1
427,2335,"If only American citizens are counted, congressional districts and electoral college votes would shift power away from the affluent, metropolitan coastal cities. #ElectionFraud #IllegalAliens #MAGA",0,1,0.81336546,, True,1
428,2317,Lots of Proud Veterans would lend a hand as well! #BuildThatWall,0,1,0.17881809,, True,0
429,2116,@user happy birthday bitch! Hope you have a fab day you hoe n get on lifts soon 🚗,0,0,0.1490633,, False,0
430,2409,Pussy ass bitch cunt fuck I HATE YOU.,0,0,0.36476663,, False,0
431,59,Happy birthday to my bitch ass cousin  @user 😍😘😘  Love You hoeeeee,0,1,0.1067944,, True,0
432,362,DOES THE TRUTH MATTER IF NO ONE HEARS YOU SAY IT!EXCELLENT!#NOAMNESTY #NOH4EAD#NoHR392 #NODACA#STOPSHADOWBAN#FREEALEXJONES#FREEJULIANASSANGE@TEDCRUZ@POTUD,0,1,0.937466,, True,1
433,2627,Here's some #elite #globalist #Jews plotting to take-over #Poland.You can't make this stuff up. #EU #Europe #Zionism #Judaism #AntiWhite #globalism #leftism #OpenBorders #IllegalImmigration #CulturalSubversion #nationalism #Jewish #NWO,1,1,0.9496863,, True,1
434,2098,"#barackobama #obamaspeaksIll vote, yes.#Trump2020 #MAGA #buildthatwall",0,0,0.31055203,,"

False",0
435,2311,watch what you saying lil bitch watch what you post lil hoe,1,1,0.31089434,, True,0
436,1835,If you're a man and you're shoe size anything under a 10 yous a bitch,0,1,0.84763575,, True,1
437,1065,"@user Saw you on Watters last night - SO funny!! You had a great time, & so did those watching!If you like Dr. Gina, don't miss tonight's WattersWorld!!#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter",0,0,0.9156528,, False,1
438,1802,"Do something about this immediately, @user This is a national security crisis. #DeportIllegalAliens #EndChainMigration",1,0,0.0789212,, False,0
439,2008,If You My Bitch You My Bitch then and that just means You My     Bestie   In  This  Crazy  HellHole,0,1,0.2827331,, True,0
440,2406,"@user National security depends on immigration control, stopping visa overstays, vetting, bans from terror ridden nation and the #BuildThatWall",0,1,0.94832706,, True,1
441,1769,100% correct! #teaparty #libertarian #1A #2A #tcot #ows #sgp #p2 #NRA #tpp #gop #ucot #EnforceTheBan #EndDACA #BuildTheWall #H8TheDeepState #H8TheShadowGovernment #H8PoliticalCorrectness #H8BigBrother #EFF #health #wellness #cancer #NaturalNews #Mercola #nutrition #herbs,0,0,0.97109926,, False,1
442,2147,"More insanity! I will continue to use the term illegal alien(s) because thats what they are. #IllegalAliens Who the hell do they think theyre offending, the illegal aliens? Who gives a ****? What about offending ME, an American Patriot. Asinine.",1,0,0.93056947,, False,1
443,1701,"Bitch, I'm prolly gonna be depressed my whole life with how it's lookin LMFAOO",0,1,0.19005492,, True,0
444,183,@user @user Bitch you just want fucking attention. Dont bring your whore self in this.,1,1,0.34144282,, True,0
445,1037,How did people respond to @user tweets today?Thursday 06 Sep 2018 16:01:21 UTCTop hashtags:#maga#retweet#buildthatwall#support45#treason#corruptionMost influential accounts:@adventuregirl@PalmerReport@WeSupport45@Free_Media_Hub@CodeOfPatriots,0,1,0.43605486,, True,0
446,293,@user Perro stop acting like I don't always chop u up Bitch,0,1,0.97040755,, True,1
447,2482,Bitch call me ugly again you dumb whore 😂 stay tf where you at and outa my business you mad ass bitch 🖕 -Ashhh 😘,1,1,0.9017543,, True,1
448,1061,I'm tired of these hoes  saying us niggas ain't nah bitch you ain't shit either tf,1,0,0.85784316,, False,1
449,2416,@user Its time for the refugees to go home. Inclusion failed #sendthemback,1,1,0.9813902,, True,1
450,2659,"@user @user @user sure about everything Congressman Sasse says here. I agree Washington is broken, bc Trump ran on #BuildThatWall but cannot get Republicans to get it done, much less bipartisan support!!",0,1,0.24861158,, True,0
451,814,Westminster terror attack suspect named as 'Sudanese Rapefugee who drove around London looking for targets' before driving car into cyclists,0,0,0.24106202,, False,0
452,2577,I'm the most sensitive bitch in the whole entire world bc I take everything to heart 🙂🙂🙂🙂🙂 and I hate it sm,0,1,0.9817072,, True,1
453,2114,"As usual I scroll a misogynists timeline & it's sports, slut shaming wmn, calling hoes ugly, w/ sad ""why don't women like me?!"" RTs mixed in",0,0,0.887329,,"

False",1
454,2564,The latest Immigration-News! Thanks to @user @user @user #immigration #illegalaliens,0,1,0.20303619,, True,0
455,471,"@user @user @user Correct/incorrect - doesnt really matter, the point is that it should not be allowed. The number of immigrants coming to England and taking all they can is ridiculous. No wonder they fight tirelessly to get through all the other countries into England. #stopimmigra",1,0,0.90176255,, False,1
456,2788,Snake ass hoe I could never fwy I know you're writing STATEMENTS BITCH! U really wanna talk to twitter,1,1,0.40333986,, True,0
457,303,@user #EndDACA Only AMERICANS should vote for elected officials!!! Not dead or illegal people. But then how would you get any votes! #ENDDEMOCRATS,0,1,0.8355208,, True,1
458,2191,#ProtectOurBorders#SendThemBack#CNNSucks,1,1,0.63210535,, True,1
459,2474,@user bitch you the one that said you wanted to play,0,1,0.96303034,, True,1
460,603,"@user Rapefugee is offensive. Please use the term ""consentually challenged""",0,0,0.3624788,, False,0
461,2826,"To whoever stole £60 of my birthday money out of my room, you are a bitch and you're not allowed round again☺️🖕",0,1,0.5290898,, True,1
462,2020,"I know every word to Trina's Nann  Hoe verse, da baddest bitch x Trina, my neck x back x khia, crush on you & queen bitch x lil kim",0,0,0.40790883,, False,0
463,1859,I'm the nicest fucking person but if you come at me calling me a slut and such for having an opinion I will be a bitch to you. Not sorry.,0,0,0.9480856,, False,1
464,391,United We Stand! Divided We Fall! #NeverForget #911Attacks #Terrorists #BuildThatWall,0,1,0.41449532,, True,0
465,1264,"As corrupt & dishonest AGs Holder & Lynch were, @user is the WORST. At least THEY were loyal to the man who hired them. Sessions has witnessed FBI & DOJ attempt to take down #POTUS & does nothing.#MAGA #KAG #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA",0,1,0.65600264,, True,1
466,2953,Bitch shut the fuck up. He tried to stop her from getting raped but he was drunk.Nd he lied so he wouldn't hurt her…,1,1,0.53490317,, True,1
467,1914,"@user is it OK to use the term LEGAL aliens??? Because when you come into this country & go through the legal process, you are actually an LEGAL ALIEN! That is a legal term. Look it up. Illegal alien is also a correct term. #IllegalAliens NOT illegal HUMAN, but illegal alien!",0,1,0.88824683,, True,1
468,38,BITCH‼️stop calling me from block.. whoever you is,1,1,0.10031423,, True,0
469,2433,@user a hole whore out here literally and figuratively 😂🖕,0,1,0.6611584,, True,1
470,361,"DACA Dreamer on the run, allegedly wanted for murder @user @user #EndDACA Threat is just too great!#NoAmnesty #DeportThemAll #KeepAmericansSafeNowhere in US Constitution does it say to protect Illegal Aliens!",1,1,0.46267405,, True,0
471,356,"Everyone makes the 'Are traps gay?' debate about straight dudes and trap women, but never about day dudes and cunt bois.",0,1,0.87911934,, True,1
472,91,"Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See ISSUES#POTUS #MAGA #KAG #WalkAway #NoDACA #Trump #VoteRed #BuildTheWall",0,0,0.15394762,, False,0
473,1092,Ungrateful Rapefugee In Stabbing Of Americans Believes Dutch Insult Islam,1,0,0.91370463,, False,1
474,2597,#BuildTheWall from the Pacific Ocean to the Gulf of Mexico - #Deport all illegals and their families - #NoDACA #NoAmnesty - #ProudAmerica #AmericaFirst #VoteRed,1,1,0.9812903,, True,1
475,1764,Fucking cheating bitch whore.,1,1,0.9480856,, True,1
476,73,"I wonder if any of my employees from Chattanooga are texting each other like ""glad that asshole is out of town this week lmao bitch""",0,1,0.55882156,, True,1
477,229,"@user Eric, you are so correct. But Dems/libs/progressives DO NOT CARE about the economThey care about POWER. #POTUS success is IN THE WAY of Dem power; so #Trump is their target. #MAGA #KAG #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #Border",0,1,0.11510595,, True,0
478,2813,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome,1,0,0.17378634,, False,0
479,1259,"Amen!Finally, we have a @user puts #AmericansFirst & our #VeteransFirst, not a few really rich kneelers!#BuildThatWall @user @user @user @user @user @user @user #BoycottNike #Trump2020 #TrumpTrain #TrumpArmy #Trumpville #AmericaFirst",0,0,0.94992846,, False,1
480,458,@user @user Bitch you stole this from Tron,0,1,0.9786048,, True,1
481,1847,My boxers match my shoes bitch,0,1,0.9480856,, True,1
482,741,Dicksucking a bitch that don't even like you 😂😂😂! I hate fat lame hoes bro seriously,1,1,0.92798424,, True,1
483,1414,"#BuildThatWall Jessica Vaughan, the Center's Director of Policy Studies, discusses a push by some politicians to decriminalize the entry of illegal aliens along the southwest border.",0,0,0.14962567,, False,0
484,82,"you're a hoe. stop trying to put another female down just because you wanna look ""funny"" for twitter. nooo you're a petty bitch.",1,0,0.57807,,"

False",1
485,2648,"@user Don't trust polls; see 2016It must be antifa & Maxine Water's steady hand pushing Dems ahead.Maybe #POTUS stunning success w/ISIS, economy, Dow/S&P/Nasdaq, N Korea, unemployment help Dems?#MAGA #KAG #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA",0,1,0.9156528,, True,1
486,1991,got the same cum dumpster whore i always get at post office. gave me a hard time. bitch.,1,1,0.30343437,, True,0
487,1800,"Bitch you got hoe mentalities, lol, word from the Don",1,1,0.93232936,, True,1
488,272,@user @user My question to Obama & the libs: Do you leave your home's door wide open when you sleep so that anyone can walk in? Or do you keep it locked so that if someone tries to enter they have to knock so that you can find out who they are before letting them in? #BuildThatWall,1,0,0.97595805,, False,1
489,2157,"I hate Fiona , dis bitch a fucking whore 😂😂",1,1,0.96120554,, True,1
490,1817,I want them and to fight you bc a bitch can't even buy those shoes in america,0,1,0.9897058,, True,1
491,1041,@user Thats why you have your other bitch push your issue if it really matter that much to you and you cant just x the hoe,1,0,0.93015593,, False,1
492,1992,Why can't we say #illegalAliens ??,0,1,0.9156528,, True,1
493,823,Send them back! #MuslimBan #DeportThemAll #WakeUpAmerica the Trojan horse has been delivered to your shores while you were sleeping.,1,1,0.15806314,, True,0
494,1538,@user @user naw she's now a fat untalented bitch just like whoever responds to your tweet. This isn't 1996 when she was hot,1,1,0.94945204,, True,1
495,2624,Bitch couldn't tell me he was going to Orlando cause he going to be a whore ! So DO YOUUUUUU lil baaabby,0,1,0.4428628,, True,0
496,2030,@user The bitch doesn't deserve a cent of your money bro... move on,1,1,0.9847733,, True,1
497,2583,Yall Trash Buckets really never warned a bitch in the TL about Haitians But EYE SEE YOU HOES,1,1,0.8984579,, True,1
498,2300,@user A moe shit had me dying this really be life though like fuck u bitch why you do this hoe with the drake in the background lol,1,1,0.96482646,, True,1
499,2343,@user @user @user Please make @user and @user the first 2 honorary space cadets and send them on a 1-way trip to Mars. TIA#MAGA #AmericaFIRST #FireIvanka #FireKushner #BuildThatWall #NoAmnestyEVER #WhiteGenocide #ShallNotCensor #WarOnWhites,0,1,0.96053684,, True,1
500,802,"@user You buggin Bitch , I get a free friend discount hoe",1,1,0.3598937,, True,0
501,1070,"@user ""Mah nameah jeff ahhh work here's in the rapefugee camp and I sound like an Irish gypsy""",0,0,0.95876485,, False,1
502,1115,@user This is why @user will be our next 2020 President! The economy and the wall!! #BuildThatWall no #BuildThatDamnWall,0,1,0.42477784,, True,0
503,446,"You Hoes ARE NOT Slim Thicc, You Just A Little Less Fat Compared 2 A Regular Size Fat Bitch!!!",0,0,0.30127677,,"

False",0
504,888,bitch whole pussy out wit some pro-keds on.,0,0,0.9764424,, False,1
505,891,The Media is Lying about Chemnitz | Declinist Books Surge in Sales via @user #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength #germany #Chemnitz,0,1,0.9813958,, True,1
506,626,I chose cunt instead of bitch because cunt is the worst curse in the world to the whities,0,0,0.549594,,"

False",1
507,1503,If it's called face time bitch I wanna see yo face the whole damn time 😂😂😂😂,0,1,0.94899994,, True,1
508,1745,Get out of the way #Libtards #NoRefugees No #IllegalAliens#SaveTheWest,1,1,0.46593222,, True,0
509,2816,"This is Bull shit! @user needs to go!Punk ass @user will be gone, so he could care less about what we want. #IllegalAliens#QAnon #TrustThePlan",0,1,0.9014857,, True,1
510,1224,@user @user Turns out I can you trick ass bitch,1,1,0.46864447,, True,0
511,1711,"They live among us as well, we must have them removed to bring safety back to our nation, it is our right as citizen to be safe from Muslim Terrorism, deport them all, not assimulating to USA @user @user #BuildTheWall #EndDACA #BoycottNFL #BoycottNike #LockThemAllUp",1,1,0.55438435,, True,1
512,2462,@user yes cunty bc u are THAT bitch,1,1,0.9704774,, True,1
513,2055,#rascist #IllegalImmigrants #Illegals #WalkAway #WalkAwayFromDemonrats -- look at what Europe is dealing with. Do we want this in America?! #MAGA #WalkAway #MakeAmericaGreatAgain #BuildTheWallNow @user @user @user @user @user,1,0,0.9480856,, False,1
514,2719,@user @user This is an extremely important issue and a winning issue for the Lresident! Stop listening to your good people because they dont care about you or his country! They will not even be re-elected!! #BuildThatWall NOW!!!,0,0,0.948571,, False,1
515,1231,if tha shoe fits.. put dat bitch on nd do sumn bout it if u dont like it,0,0,0.17138307,, False,0
516,1713,#Dont Believe #Democrats and @user Lies Illegal Aliens work the Same #Jobs that Americans Work taking Jobs From Citizens and lowering Citizen Wages #WalkAway #VoteDemsOut #BlackTwitter #Jobs #Trump #MAGA #SendThemHome #NoAmnesty #Immigration,1,0,0.93232936,, False,1
517,2956,Bitch cunt dick,0,1,0.17962627,, True,0
518,911,Congress has FAILED AMERICA consistently for years .It's sad. We elect and pay these pukes and they screw us constantly.#VoteRed #RedTsunami#VoteLiberalsOut ALL OF THEM.#SaveTheUSA#NoMuslims#MuslimBan #CloseTheBorders ALL OF THEM##DeportThemAll,0,1,0.8355208,, True,1
519,1853,"@user Bitch ill keep tweeting at you , you shrimp dick ass hoe fuck you",0,1,0.4675319,, True,0
520,2793,Your bitch a hoe I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄,1,0,0.38179287,,"

False",0
521,894,How do We Make Babies?: White Genocide Propaganda in French Educational Books for Children #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength,0,0,0.53094333,, False,1
522,448,Bitches think just bc you ain't with the drama you ain't with the shits😃 bitch I'll smack you & whoever & still keep it cute😘,1,1,0.8606264,, True,1
523,212,@user @user @user @user @user @user 12 weeks in prison funded by the great British public #sendthemback,1,1,0.8899579,, True,1
524,765,I JUST WATCHED W VIDEO OF A SNAKE EATING A WHOLE FUCKING DEER BITCH NOPE,0,1,0.403158,, True,0
525,2932,Just found out that the only woman the apprentice has kissed in his life is his mom. Signing that cunt up to #undateables,0,0,0.87246543,, False,1
526,1169,I get tired of hearing people complain about politics or #WhiteGenocide when they're not even willing to stand with a sign on a street corner.#RedWaveRising #VoteRed #SecureTheBorder #NoAmnesty #StopTheInvasion #StopWhiteGenocide #RedWave2018 #AmericanProWhiteNetwork #WhiteNet,0,1,0.07462132,, True,0
527,563,Senate Leader: 'Half Of My Family' Eligible For Deportation Under Trump Order DeLeon wrote SB-24Sanctuary State Bill & is running for US Senate.#BanSanctuaryCities#DeportThemAll#EnforceUSLaws#KeepAmericansSafe,0,1,0.9595828,, True,1
528,1543,"@user THIS IS FABULOUS! I HOPE THE ACLU IS HOIST BY IT'S OWN PETARD!IT'S IDIOTIC, STUPID, SELF DEFEATING TO SIMPLY STOP APPLYING THE LAW BECAUSE THERE IS A CHILD INVOLVED!NO OTHER US LAW WOULD DO THIS! INSANITY! #NOAMNESTY @user @user #NOASYLUM #nohr392 #deportdaca #nodaca",0,1,0.11530325,, True,0
529,1691,"These savages invade Our Country, disrupt cities, turn many into shitholes like where they came from and WE THE PEOPLE are paying for this SHIT.  How about taking or Our OWN Citizens, Veterans and other AMERICANS in need?  To HELL with these ungrateful idiots; #SendThemBack",1,1,0.9584333,, True,1
530,729,He's not a monster...  He's a bitchy little cunt.,0,1,0.15058804,, True,0
